Atualizado em: 2025-04-21
"Aeroporto";"Categoria";"Normativo";"Data";"Tarifa";"Grupo";"Natureza";"Incidência da Tarifa";"Teto Tarifário";"Reajuste Aplicado";"Ipca";"Fator X";"Fator Q";"Fator Q-1";"Fator M";"Delta"
"BSB";"0";"Decisão nº 112/2017";"2017";"Permanência PM";"II";"Internacional";"+ DE 300";"R$ 1.676,02";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Permanência PM";"II";"Internacional";"+ DE 4 ATÉ 6";"R$ 26,88";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Permanência PM";"II";"Internacional";"+ DE 48 ATÉ 100";"R$ 291,06";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Permanência PM";"II";"Internacional";"+ DE 6 ATÉ 12";"R$ 44,65";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Permanência PM";"II";"Internacional";"ATÉ 1";"R$ 22,32";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Pouso";"I";"Doméstico";"null";"R$ 8,7767";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Pouso";"I";"Internacional";"null";"R$ 23,3996";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 1 ATÉ 2";"R$ 143,62";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 100 ATÉ 200";"R$ 5.173,67";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 12 ATÉ 24";"R$ 1.043,55";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 2 ATÉ 4";"R$ 174,36";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 200 ATÉ 300";"R$ 8.167,35";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 24 ATÉ 48";"R$ 2.677,84";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 300";"R$ 13.650,68";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 4 ATÉ 6";"R$ 352,74";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 48 ATÉ 100";"R$ 3.169,86";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"+ DE 6 ATÉ 12";"R$ 459,43";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Doméstico";"ATÉ 1";"R$ 143,62";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 1 ATÉ 2";"R$ 206,71";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 100 ATÉ 200";"R$ 11.021,83";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 12 ATÉ 24";"R$ 2.174,61";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 2 ATÉ 4";"R$ 363,83";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 200 ATÉ 300";"R$ 17.541,48";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 24 ATÉ 48";"R$ 4.882,51";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 300";"R$ 29.038,76";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 4 ATÉ 6";"R$ 731,74";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 48 ATÉ 100";"R$ 6.631,29";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"+ DE 6 ATÉ 12";"R$ 963,25";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 112/2017";"2017";"Preços Unificados";"II";"Internacional";"ATÉ 1";"R$ 206,71";"5,1784%";"2,9986%";"1,6785%";"-0,55%";"-0,945%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Adicional do Tesouro";"I";"Internacional";"null";"$18,00 ";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem - Importação";"null";" ";"1º - Até 2 dias úteis";"0,55%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem - Importação";"null";" ";"2º - Até 5 dias úteis";"1,10%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem - Importação";"null";" ";"3º - De 6 a 10 dias úteis";"1,65%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem - Importação";"null";" ";"4º - De 11 a 20 dias úteis";"3,30%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem - Importação";"null";" ";"Cada 10 dias úteis adicionais";"1,65%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Alto valor";"null";" ";"acima de 80.000,00/kg";"0,11%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Alto valor";"null";" ";"de 20.000,00 a 79.999,99/kg";"0,22%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Alto valor";"null";" ";"de 5.000,00 a 19.999,99/kg";"0,44%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Exportação";"null";" ";"1º - Até 4 dias úteis";"R$ 0,0506";"8,8437%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Exportação";"null";" ";"Cada 2 dias úteis adicionais";"R$ 0,0506";"8,8437%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Exportação";"null";" ";"Cobrança Mínima - Origem";"R$ 4,00";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Exportação";"null";" ";"Cobrança Mínima - Trânsito";"R$ 2,00";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Importação";"null";" ";"1º - Até 4 dias úteis";"R$ 0,1014";"8,8437%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Importação";"null";" ";"Cada 2 dias úteis adicionais";"R$ 0,1014";"8,8437%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Importação";"null";" ";"Cobrança Mínima";"R$ 10,00";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Perdimento";"null";" ";"1º Até 45 dias";"1,10%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Perdimento";"null";" ";"2º De mais de 45 dias a 90 dias";"2,20%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Perdimento";"null";" ";"3º De mais de 90 dias a 120 dias";"3,30%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Armazenagem e Capatazia - Perdimento";"null";" ";"4º De mais de 120 dias";"5,50%";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Capatazia - Importação";"null";" ";"Cobrança Mínima";"R$ 10,00";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Capatazia - Importação";"null";" ";"Valor sobre o Peso Bruto";"R$ 0,0380";"8,8437%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Capatazia - Trânsito";"null";" ";"Cobrança Mínima";"R$ 50,00";"0%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Capatazia - Trânsito";"null";" ";"Valor sobre o Peso Bruto";"R$ 0,6332";"8,8437%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Conexão";"I";"Doméstico";"null";"R$ 8,7200";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Conexão";"I";"Internacional";"null";"R$ 8,7200";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Embarque";"I";"Doméstico";"null";"R$ 18,9300";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Embarque";"I";"Internacional";"null";"R$ 33,5000";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"I";"Doméstico";"null";"R$ 0,2485";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"I";"Internacional";"null";"R$ 0,6422";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 1 ATÉ 2";"R$ 1,06";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 100 ATÉ 200";"R$ 34,96";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 12 ATÉ 24";"R$ 4,65";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 2 ATÉ 4";"R$ 1,06";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 200 ATÉ 300";"R$ 61,05";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 24 ATÉ 48";"R$ 9,29";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 300";"R$ 88,73";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 4 ATÉ 6";"R$ 1,39";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 48 ATÉ 100";"R$ 15,44";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"+ DE 6 ATÉ 12";"R$ 2,38";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Doméstico";"ATÉ 1";"R$ 1,06";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 1 ATÉ 2";"R$ 0,97";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 100 ATÉ 200";"R$ 89,31";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 12 ATÉ 24";"R$ 11,86";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 2 ATÉ 4";"R$ 1,96";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 200 ATÉ 300";"R$ 155,77";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 24 ATÉ 48";"R$ 23,59";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 300";"R$ 226,96";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 4 ATÉ 6";"R$ 3,48";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 48 ATÉ 100";"R$ 39,36";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"+ DE 6 ATÉ 12";"R$ 6,00";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência AE";"II";"Internacional";"ATÉ 1";"R$ 0,97";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"I";"Doméstico";"null";"R$ 1,1710";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"I";"Internacional";"null";"R$ 3,1545";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 1 ATÉ 2";"R$ 16,04";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 100 ATÉ 200";"R$ 175,02";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 12 ATÉ 24";"R$ 23,28";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 2 ATÉ 4";"R$ 16,04";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 200 ATÉ 300";"R$ 305,17";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 24 ATÉ 48";"R$ 46,67";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 300";"R$ 443,75";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 4 ATÉ 6";"R$ 16,04";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 48 ATÉ 100";"R$ 77,26";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"+ DE 6 ATÉ 12";"R$ 16,04";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Doméstico";"ATÉ 1";"R$ 16,04";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 1 ATÉ 2";"R$ 15,07";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 100 ATÉ 200";"R$ 444,71";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 12 ATÉ 24";"R$ 60,58";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 2 ATÉ 4";"R$ 15,07";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 200 ATÉ 300";"R$ 777,76";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 24 ATÉ 48";"R$ 118,13";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 300";"R$ 1.131,74";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 4 ATÉ 6";"R$ 18,15";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 48 ATÉ 100";"R$ 196,54";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"+ DE 6 ATÉ 12";"R$ 30,15";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Permanência PM";"II";"Internacional";"ATÉ 1";"R$ 15,07";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Pouso";"I";"Doméstico";"null";"R$ 5,9265";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Pouso";"I";"Internacional";"null";"R$ 15,8007";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 1 ATÉ 2";"R$ 96,98";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 100 ATÉ 200";"R$ 3.493,54";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 12 ATÉ 24";"R$ 704,66";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 2 ATÉ 4";"R$ 117,74";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 200 ATÉ 300";"R$ 5.515,03";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 24 ATÉ 48";"R$ 1.808,22";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 300";"R$ 9.217,67";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 4 ATÉ 6";"R$ 238,19";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 48 ATÉ 100";"R$ 2.140,46";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"+ DE 6 ATÉ 12";"R$ 310,23";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Doméstico";"ATÉ 1";"R$ 96,98";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 1 ATÉ 2";"R$ 139,58";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 100 ATÉ 200";"R$ 7.442,53";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 12 ATÉ 24";"R$ 1.468,41";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 2 ATÉ 4";"R$ 245,68";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 200 ATÉ 300";"R$ 11.844,94";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 24 ATÉ 48";"R$ 3.296,93";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 300";"R$ 19.608,52";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 4 ATÉ 6";"R$ 494,11";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 48 ATÉ 100";"R$ 4.477,80";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"+ DE 6 ATÉ 12";"R$ 650,44";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 142/2015";"2015";"Preços Unificados";"II";"Internacional";"ATÉ 1";"R$ 139,58";"8,0281%";"8,8944%";"1,6785%";"0%";"0%";"0%";"0%"
"BSB";"0";"Decisão nº 193/2016";"2017";"Adicional do Tesouro";"I";"Internacional";"null";"$18,00 ";"0%";"0%";"-35,9%";"-0,945%";"-0,945%";"0%";"36,3636%"
"BSB";"0";"Decisão nº 193/2016";"2017";"Armazenagem - Importação";"null";" ";"1º - Até 2 dias úteis";"0,75%";"0%";"0%";"-35,9%";"-0,945%";"-0,945%";"0%";"36,3636%"
